Desired Steering Angle, Acceleration Pedal, Steering Wheel Angle
0.10719025118928725,0.0,0.0
0.10719423711156106,0.0,0.0
0.10721695287321023,0.0,0.0
0.10722760065985597,0.0,0.0
0.10718833311410772,0.0,0.0
0.10725684478225435,0.0,0.0
0.1072138405105579,0.0,0.0
0.10724968912543455,0.0,0.0
0.10719324102956677,0.0,0.0
0.10718476539840144,0.0,0.0
0.10722676443828516,0.0,0.0
0.10720370002101048,0.0,0.0
0.1072155138571746,0.0,0.0
0.1072491361466863,0.0,0.0
0.10720494223445971,0.0,0.0
0.1071776920814642,0.0,0.0
0.10727560649932022,0.0,0.0
0.1072983044417392,0.0,0.0
0.10725703024982737,0.0,0.0
0.10719124849297401,0.0,0.0
0.10714266094850042,0.0,0.0
0.10716024175561623,0.0,0.0
0.10715591361248088,0.0,0.0
0.10730851048444279,0.0,0.0
0.10721931615594928,0.0,0.0
0.10742167234133294,0.0,0.0
0.10717814722001257,0.0,0.0
0.10722701006230888,0.0,0.0
0.1072047573475219,0.0,0.0
0.10723533223384894,0.0,0.0
0.10721511950307888,0.0,0.0
0.10719603412199702,0.0,0.0
0.10721977204177503,0.0,0.0
0.1072390747256801,0.0,0.0
0.10718659780900591,0.0,0.0
0.10717814722001257,0.0,0.0
0.1072156858864023,0.0,0.0
0.10721711328213109,0.0,0.0
0.10728086706360537,0.0,0.0
0.10716309428077023,0.0,0.0
0.1071814312898566,0.0,0.0
0.10719866741184374,0.0,0.0
0.10718417438811727,0.0,0.0
0.10718656169253234,0.0,0.0
0.10728283812904678,0.0,0.0
0.10717839305834691,0.0,0.0
0.10718866496975428,0.0,0.0
0.10718406434462234,0.0,0.0
0.1071902266852431,0.0,0.0
0.10733666038852141,0.0,0.0
0.10729903142442396,0.0,0.0
0.10718689311321036,0.0,0.0
0.10717995492201854,0.0,0.0
0.10720644374594958,0.0,0.0
0.10719333989954892,0.0,0.0
0.10718277230315798,0.0,0.0
0.10725151236919504,0.0,0.0
0.10724486208173638,0.0,0.0
0.10719016606188445,0.0,0.0
0.10719926933866124,0.0,0.0
0.10717635118503319,0.0,0.0
0.10720418029628843,0.0,0.0
0.10733088892804687,0.0,0.0
0.10718825875531879,0.0,0.0
0.10719560335004989,0.0,0.0
0.10719420098904005,0.0,0.0
0.10722945978776494,0.0,0.0
0.10733843678049873,0.0,0.0
0.10707099294218464,0.0,0.0
0.10714139473485543,0.0,0.0
0.10717005495506113,0.0,0.0
0.10715599953710672,0.0,0.0
0.1072155138571746,0.0,0.0
0.1072092245807657,0.0,0.0
0.10718363366097132,0.0,0.0
0.1072438152333771,0.0,0.0
