Desired Steering Angle, Acceleration Pedal, Steering Wheel Angle
0.10759559780293017,0.0,0.0
0.10761240055709594,0.0,0.0
0.10761552607549833,0.0,0.0
0.10759165575352718,0.0,0.0
0.10760101661485641,0.0,0.0
0.10760266573149356,0.0,0.0
0.10762143040529727,0.0,0.0
0.10760369483592327,0.0,0.0
0.1076272105668676,0.0,0.0
0.1075993800904702,0.0,0.0
0.10758339805407813,0.0,0.0
0.10760190921339984,0.0,0.0
0.10761443478911772,0.0,0.0
0.10759169184470693,0.0,0.0
0.1076032112646922,0.0,0.0
0.10767127853873808,0.0,0.0
0.10759825107392626,0.0,0.0
0.10758003898701733,0.0,0.0
0.10761365302408948,0.0,0.0
0.10759480450818762,0.0,0.0
0.10759627935011964,0.0,0.0
0.10759615620357964,0.0,0.0
0.10762485378773222,0.0,0.0
0.10761427356931472,0.0,0.0
0.10761004436142545,0.0,0.0
0.10758980853823193,0.0,0.0
0.1075916808442576,0.0,0.0
0.10759507704526762,0.0,0.0
0.10759900754588912,0.0,0.0
0.10760254064393181,0.0,0.0
0.10759447040105437,0.0,0.0
0.10759966403869575,0.0,0.0
0.10760394308937563,0.0,0.0
0.10761438497602248,0.0,0.0
0.10760451334430432,0.0,0.0
0.10760709249232775,0.0,0.0
0.10759844911885659,0.0,0.0
0.10758817077523265,0.0,0.0
0.10763052284253169,0.0,0.0
0.10764598331361311,0.0,0.0
0.10760177312164988,0.0,0.0
0.10760584016288599,0.0,0.0
0.10759800322945137,0.0,0.0
0.10758613782102841,0.0,0.0
0.10759711068935689,0.0,0.0
0.10761422337198688,0.0,0.0
0.10759093585131162,0.0,0.0
0.1076006938625845,0.0,0.0
0.10760766277745004,0.0,0.0
0.10760793575872094,0.0,0.0
0.10760730350027821,0.0,0.0
0.10758906395453814,0.0,0.0
0.10759594523447401,0.0,0.0
0.1076332149380512,0.0,0.0
0.10766508426411037,0.0,0.0
0.10766684703244504,0.0,0.0
0.10755697561292597,0.0,0.0
0.10758196038856851,0.0,0.0
0.10758543130179943,0.0,0.0
0.10759082448943863,0.0,0.0
0.10761856429028079,0.0,0.0
0.10760647240580011,0.0,0.0
0.10758761438102227,0.0,0.0
0.10759879656682714,0.0,0.0
0.10760774907514542,0.0,0.0
0.10762572164020831,0.0,0.0
0.10760502240661199,0.0,0.0
0.10761020518513356,0.0,0.0
0.1075947794163563,0.0,0.0
0.10759057667599571,0.0,0.0
0.1076432157003997,0.0,0.0
0.10758382029252679,0.0,0.0
0.10760288888604841,0.0,0.0
0.10759831264952867,0.0,0.0
0.10758513410751797,0.0,0.0
0.10761304580321185,0.0,0.0
0.10761441007473761,0.0,0.0
0.10760492241011775,0.0,0.0
0.10759857342756657,0.0,0.0
0.10759345284320389,0.0,0.0
0.10760830835774826,0.0,0.0
0.10760540638030174,0.0,0.0
0.10757268914190349,0.0,0.0
0.10759171693545541,0.0,0.0
0.1076120032197493,0.0,0.0
0.10762321661016414,0.0,0.0
0.1075998506982908,0.0,0.0
0.10759301876502467,0.0,0.0
0.10757803100842957,0.0,0.0
0.10760264063690093,0.0,0.0
0.10763888478462866,0.0,0.0
0.10761739841710105,0.0,0.0
0.10759507704526762,0.0,0.0
0.10759998717108457,0.0,0.0
0.10765630772514928,0.0,0.0
0.1076149553308954,0.0,0.0
0.10760179821593543,0.0,0.0
0.10758691922917338,0.0,0.0
0.1076717995790204,0.0,0.0
-0.2727211030821826,1.0,-0.0003662221137119663
-0.057192536276717984,1.0,-0.0003662221137119663
-0.057190427692318135,1.0,-0.0003662221137119663
-0.0572062371838625,1.0,-0.0003662221137119663
-0.05713749840409995,1.0,-0.0003662221137119663
-0.057198959649541456,1.0,-0.0003662221137119663
-0.05720091853117942,1.0,-0.0003662221137119663
-0.0571966787097714,1.0,-0.0003662221137119663
-0.057168621239548356,1.0,-0.0003662221137119663
-0.057214606131422145,1.0,-0.0003662221137119663
-0.05721512679979056,1.0,-0.0003662221137119663
-0.057207304525049116,1.0,-0.0003662221137119663
-0.05718139827819267,1.0,-0.0003662221137119663
-0.057202406759056384,1.0,-0.0003662221137119663
-0.057203485942389505,1.0,-0.0003662221137119663
-0.05721192783980369,1.0,-0.0003662221137119663
-0.057206312458176985,1.0,-0.0003662221137119663
-0.057187004606678284,1.0,-0.0003662221137119663
-0.05718781145032684,1.0,-0.0003662221137119663
-0.05721435872657405,1.0,-0.0003662221137119663
-0.05720832050758072,1.0,-0.0003662221137119663
-0.05720563054746317,1.0,-0.0003662221137119663
-0.057179079398954245,1.0,-0.0003662221137119663
-0.05719496717714811,1.0,-0.0003662221137119663
-0.057187191305091145,1.0,-0.0003662221137119663
-0.05718790991926978,1.0,-0.0003662221137119663
-0.05719230017130101,1.0,-0.0003662221137119663
-0.057169055591198836,1.0,-0.0003662221137119663
-0.0571908618865849,1.0,-0.0003662221137119663
-0.057216553116306725,1.0,-0.0003662221137119663
-0.057205394106263685,1.0,-0.0003662221137119663
-0.057181448478521746,1.0,-0.0003662221137119663
-0.05721181686983348,1.0,-0.0003662221137119663
-0.272728982039801,1.0,-0.0003662221137119663
-0.05718332085462576,1.0,-0.0003662221137119663
-0.2727283215483681,1.0,-0.0003662221137119663
-0.2727103084844221,1.0,-0.0003662221137119663
-0.2726638250011055,1.0,-0.0003662221137119663
-0.27271717640728343,1.0,-0.0003662221137119663
-0.2727406156133585,1.0,-0.0003662221137119663
-0.2727488468896702,1.0,-0.0003662221137119663
-0.27271499550977824,1.0,-0.0003662221137119663
-0.27269286222050826,1.0,-0.0003662221137119663
-0.27272829634025664,1.0,-0.0003662221137119663
-0.2727257286348126,1.0,-0.0003662221137119663
-0.2727249176545412,1.0,-0.0003662221137119663
-0.2727426853993564,1.0,-0.0003662221137119663
-0.272717662861313,1.0,-0.0003662221137119663
-0.27270412675504474,1.0,-0.0003662221137119663
-0.2727288696775034,1.0,-0.0003662221137119663
-0.27272360901181547,1.0,-0.0003662221137119663
-0.2727384954744556,1.0,-0.0003662221137119663
-0.27272156436143313,1.0,-0.0003662221137119663
-0.2727194582033781,1.0,-0.0003662221137119663
-0.27273153799457944,1.0,-0.0003662221137119663
-0.27274754891232883,1.0,-0.0003662221137119663
-0.27270877622408246,1.0,-0.0003662221137119663
-0.2727402662155202,1.0,-0.0003662221137119663
-0.2727036036899486,1.0,-0.0003662221137119663
-0.2727226363725505,1.0,-0.0003662221137119663
-0.27273236095026987,1.0,-0.0003662221137119663
-0.27273025441819015,1.0,-0.0003662221137119663
-0.2727189832600329,1.0,-0.0003662221137119663
